id,Name,Age group=0-15: % by age,Age group=16-24: % by age,Age group=25-34: % by age,Age group=35-49: % by age,Age group=50-64: % by age,Age group=65++: % by age,Ethnic group=White: % by ethnic group,Ethnic group=Asian; Asian British or Asian Welsh: % by ethnic group,Ethnic group=Black; Black British; Black Welsh; Caribbean or African: % by ethnic group,Ethnic group=Mixed or Multiple ethnic groups: % by ethnic group,Ethnic group=Other ethnic group: % by ethnic group,level=No qualifications: % by qualification level,level=level 1: % by qualification level,level=level 2: % by qualification level,level=level 3: % by qualification level,level=level 4: % by qualification level,level=other: % by qualification level,level=Does not apply: % by qualification level,status=active + employed: % by economic activity,status=active + unemployed: % by economic activity,status=student active + employed: % by economic activity,status=student active + unemployed: % by economic activity,status=student inactive: % by economic activity,status=not student inactive: % by economic activity,status=Does not apply: % by economic activity,% not deprived,% deprived in one dimension,% deprived in two dimensions,% deprived in three dimensions,% deprived in four dimensions,All: % 1-29 min exercise per week,All: % 30-149 min exercise per week,All: % 150+ min exercise per week,Female: % 1-29 min exercise per week,Female: % 30-149 min exercise per week,Female: % 150+ min exercise per week,Male: % 1-29 min exercise per week,Male: % 30-149 min exercise per week,Male: % 150+ min exercise per week,All: % not club members,All: % club members,Female: % not club members,Female: % club members,Male: % not club members,Male: % club members
E08000028,Sandwell,22.2,11.0,13.9,20.5,17.9,14.5,57.2,25.8,8.7,4.3,4.0,22.5,8.9,10.6,11.5,17.6,6.6,22.2,40.0,3.5,1.3,0.6,4.8,27.6,22.2,37.9,35.4,20.1,6.3,0.3,32.63,18.66,48.71,33.38,17.65,48.97,31.90,19.99,48.12,74.99,25.01,75.65,24.35,74.26,25.74
E08000029,Solihull,19.3,9.2,11.6,18.5,20.4,21.1,82.2,11.0,1.8,3.5,1.5,14.2,7.7,11.4,13.1,28.6,5.7,19.3,44.4,2.2,0.9,0.3,3.5,29.3,19.3,50.7,32.3,13.5,3.3,0.2,17.54,15.31,67.15,16.67,17.89,65.43,18.50,12.60,68.90,64.04,35.96,69.11,30.89,59.04,40.96
E08000030,Walsall,21.5,10.5,13.2,18.9,18.5,17.4,71.3,18.7,4.6,3.3,2.1,20.7,9.0,11.2,12.3,18.6,6.7,21.5,40.6,3.0,1.1,0.5,4.3,29.0,21.5,40.2,35.0,18.9,5.6,0.3,28.34,21.34,50.32,32.13,23.58,44.29,24.22,19.06,56.72,77.69,22.31,78.82,21.18,76.44,23.56
E08000031,Wolverhampton,21.0,10.6,13.6,20.0,18.4,16.4,60.6,21.2,9.3,5.3,3.6,20.0,8.7,10.9,11.9,20.7,6.8,21.0,40.8,3.7,1.4,0.7,4.6,27.8,21.0,40.3,35.2,18.7,5.4,0.3,27.76,17.41,54.84,29.23,16.93,53.84,25.84,17.98,56.18,74.26,25.74,76.89,23.11,71.30,28.70
E08000032,Bradford,22.8,11.5,13.3,19.7,17.4,15.2,61.1,32.1,2.0,2.7,2.0,18.5,8.4,10.5,12.1,21.2,6.4,22.8,39.3,2.8,1.2,0.5,5.1,28.3,22.8,43.0,34.4,16.8,5.4,0.4,25.76,17.44,56.80,27.51,19.13,53.35,24.01,16.06,59.93,72.76,27.24,75.98,24.02,69.70,30.30
E08000033,Calderdale,19.4,9.3,12.1,19.1,21.2,19.0,86.1,10.5,0.7,1.9,0.8,15.5,7.9,11.3,14.1,24.9,7.0,19.4,44.2,2.3,1.0,0.3,3.5,29.4,19.4,47.8,33.1,14.8,4.1,0.2,21.21,15.50,63.29,22.37,18.24,59.39,20.06,12.47,67.47,75.49,24.51,72.93,27.07,77.63,22.37
E08000034,Kirklees,20.1,10.9,12.7,19.3,19.4,17.7,73.6,19.4,2.3,3.1,1.5,16.6,7.8,10.6,13.9,23.9,7.1,20.1,42.5,2.3,1.3,0.5,4.7,28.6,20.1,46.6,33.5,15.2,4.4,0.3,24.45,17.34,58.21,25.92,17.43,56.65,23.03,17.36,59.60,72.81,27.19,73.73,26.27,71.83,28.17
E08000035,Leeds,18.9,14.0,14.9,19.4,17.2,15.6,79.0,9.7,5.6,3.4,2.3,14.7,7.4,9.8,14.9,28.1,6.2,18.9,44.1,2.4,2.0,0.9,7.0,24.7,18.9,48.3,32.9,14.4,4.1,0.3,18.24,15.79,65.97,19.18,17.31,63.51,16.96,14.30,68.73,65.83,34.17,64.15,35.85,67.69,32.31
E08000036,Wakefield,18.6,9.0,13.9,19.0,20.6,18.8,93.0,3.6,1.3,1.4,0.7,19.9,8.8,12.2,13.2,19.8,7.6,18.6,45.7,2.1,0.9,0.3,2.7,29.7,18.6,44.7,33.8,16.5,4.7,0.2,21.02,17.74,61.24,23.43,21.28,55.29,18.25,13.78,67.97,72.68,27.32,78.11,21.89,66.75,33.25
E08000037,Gateshead,17.5,9.4,13.2,18.8,20.8,20.3,93.5,2.5,1.1,1.2,1.6,17.8,8.2,11.4,14.0,23.1,8.0,17.5,43.5,2.6,1.1,0.5,3.6,31.2,17.5,44.8,33.4,16.7,4.9,0.2,20.11,18.40,61.49,21.99,18.77,59.24,17.65,18.52,63.83,68.31,31.69,77.08,22.92,60.23,39.77
E09000001,City of London,6.7,13.4,25.8,21.2,18.8,14.1,69.4,16.8,2.7,5.5,5.6,6.2,2.6,4.6,8.2,69.2,2.5,6.7,61.4,3.3,0.9,0.5,8.4,18.7,6.7,59.8,31.5,7.1,1.5,0.2,16.93,17.40,65.67,,,,,,,,,,,,
E09000002,Barking and Dagenham,26.1,11.4,15.2,23.1,15.4,8.7,44.9,25.9,21.4,4.3,3.6,16.8,7.7,9.3,10.0,24.6,5.6,26.1,41.2,3.5,2.0,0.7,5.8,20.7,26.1,37.6,37.1,19.1,5.9,0.4,28.04,17.76,54.20,30.04,20.17,49.79,24.55,15.67,59.79,77.90,22.10,80.39,19.61,74.86,25.14
E09000003,Barnet,20.5,10.0,15.0,22.7,17.4,14.4,57.7,19.3,7.9,5.4,9.8,12.3,5.5,7.9,9.9,38.9,5.0,20.5,46.4,3.0,1.4,0.5,5.6,22.6,20.5,49.6,33.0,13.3,3.6,0.4,17.66,19.35,62.98,18.25,18.98,62.77,17.11,19.49,63.40,62.70,37.30,63.03,36.97,62.44,37.56
E09000004,Bexley,20.5,10.0,13.0,20.6,19.3,16.6,71.9,9.9,12.2,3.5,2.5,14.4,8.7,11.6,13.2,25.1,6.5,20.5,46.6,2.5,1.3,0.4,4.1,24.5,20.5,48.5,34.2,13.9,3.1,0.2,23.51,20.51,55.98,24.25,22.41,53.34,22.62,18.44,58.95,68.54,31.46,71.59,28.41,63.73,36.27
E09000005,Brent,19.0,12.1,17.4,22.4,17.4,11.6,34.6,32.8,17.5,5.1,10.0,17.6,7.1,7.7,10.1,32.4,6.1,19.0,45.5,3.7,1.9,0.7,6.5,22.7,19.0,39.9,36.5,17.7,5.3,0.5,23.68,18.76,57.56,22.51,21.52,55.97,25.03,16.11,58.86,73.52,26.48,78.95,21.05,66.60,33.40
E09000006,Bromley,19.7,8.5,12.3,22.3,19.6,17.6,76.5,8.3,7.6,5.4,2.3,11.1,7.0,10.7,11.9,34.4,5.2,19.7,48.2,2.4,0.9,0.3,3.6,24.8,19.7,54.6,31.2,11.3,2.6,0.2,13.21,16.17,70.62,14.34,16.98,68.69,10.98,15.76,73.26,58.34,41.66,61.02,38.98,54.82,45.18
E09000007,Camden,15.3,15.2,20.2,21.1,16.3,11.8,59.5,18.1,9.0,6.6,6.8,10.0,4.3,6.1,12.0,48.5,3.9,15.3,46.8,3.4,1.9,0.9,10.5,21.1,15.3,47.5,31.9,14.6,5.3,0.7,16.15,11.91,71.95,17.90,10.50,71.60,14.20,13.32,72.48,57.78,42.22,61.12,38.88,55.30,44.70
E09000008,Croydon,20.6,10.0,15.1,21.9,18.7,13.6,48.4,17.5,22.6,7.6,3.9,12.8,7.3,9.8,11.7,32.6,5.4,20.6,47.1,3.3,1.4,0.5,4.7,22.5,20.6,48.0,33.8,14.1,3.6,0.4,22.87,18.41,58.72,21.61,19.80,58.60,24.12,16.97,58.90,71.13,28.87,75.69,24.31,66.34,33.66
E09000009,Ealing,19.5,10.9,16.3,23.6,17.5,12.1,43.2,30.3,10.8,5.2,10.6,14.4,6.5,7.5,10.3,35.7,6.1,19.5,46.2,3.5,1.5,0.6,6.0,22.7,19.5,46.0,34.2,15.2,4.3,0.4,21.14,17.22,61.63,21.65,19.83,58.52,20.61,14.66,64.73,65.92,34.08,74.53,25.47,59.05,40.95
E09000010,Enfield,22.1,10.8,13.4,21.6,18.4,13.6,52.1,11.5,18.3,5.9,12.1,17.5,7.3,8.8,10.4,28.3,5.6,22.1,42.2,3.2,1.4,0.5,5.5,25.1,22.1,42.2,35.7,16.7,5.0,0.5,20.71,20.12,59.16,21.95,20.62,57.44,19.27,19.70,61.03,70.59,29.41,71.01,28.99,70.01,29.99
E09000011,Greenwich,20.5,10.7,18.2,23.6,16.5,10.5,55.7,13.2,21.0,6.0,4.2,13.3,6.3,8.2,10.4,36.3,4.9,20.5,47.7,3.6,1.8,0.7,5.2,20.6,20.5,48.2,32.1,14.6,4.7,0.4,17.59,14.04,68.37,18.63,14.12,67.26,16.09,14.31,69.60,65.96,34.04,66.74,33.26,64.01,35.99
E09000012,Hackney,19.2,11.5,24.5,22.3,14.7,7.9,53.1,10.4,21.1,6.7,8.7,13.5,4.9,6.7,9.3,42.3,4.0,19.2,50.4,3.8,1.4,0.6,6.2,18.4,19.2,45.0,32.5,16.0,6.0,0.6,14.78,10.76,74.46,14.73,11.83,73.44,15.15,9.68,75.17,61.83,38.17,64.48,35.52,58.02,41.98
E09000013,Hammersmith and Fulham,15.6,12.9,23.4,21.7,16.1,10.4,63.2,10.5,12.3,6.7,7.3,10.0,4.3,6.2,11.0,48.6,4.3,15.6,51.9,3.6,1.7,0.6,7.2,19.5,15.6,51.4,31.1,13.0,4.1,0.5,10.10,12.57,77.33,10.62,10.59,78.78,9.36,14.87,75.77,49.94,50.06,50.00,50.00,49.52,50.48
E09000014,Haringey,18.3,10.6,18.9,24.2,17.6,10.5,57.0,8.7,17.6,7.0,9.7,15.1,5.6,7.0,9.6,39.5,5.1,18.3,49.2,4.0,1.7,0.5,5.6,20.8,18.3,43.3,33.9,16.8,5.5,0.6,17.56,15.32,67.12,18.69,17.02,64.28,16.16,13.64,70.20,66.28,33.72,66.67,33.33,65.30,34.70
E09000015,Harrow,19.7,10.3,14.9,22.2,17.4,15.4,36.5,45.2,7.3,3.8,7.2,14.0,6.6,8.4,10.1,36.1,5.1,19.7,46.3,2.8,1.6,0.4,5.4,23.7,19.7,48.7,34.5,13.4,3.1,0.3,22.43,18.88,58.69,21.73,21.25,57.01,22.74,16.95,60.31,67.74,32.26,71.39,28.61,64.01,35.99
E09000016,Havering,20.0,9.7,13.8,20.2,18.7,17.6,75.3,10.7,8.2,3.7,2.0,16.0,8.9,11.9,13.0,23.6,6.5,20.0,46.5,2.6,1.1,0.4,3.7,25.8,20.0,47.3,34.5,14.7,3.3,0.2,22.98,18.62,58.40,24.67,19.94,55.39,20.88,17.26,61.86,62.80,37.20,70.67,29.33,54.47,45.53
E09000017,Hillingdon,20.9,11.3,14.5,22.4,17.3,13.5,48.2,33.3,7.8,4.4,6.3,14.4,7.8,9.3,11.7,29.6,6.2,20.9,45.2,3.1,1.5,0.7,5.7,22.9,20.9,45.9,35.0,15.1,3.8,0.3,24.79,19.34,55.87,27.01,22.31,50.68,22.56,16.39,61.05,72.30,27.70,74.55,25.45,69.25,30.75
E09000018,Hounslow,20.6,10.2,15.9,24.6,16.9,11.8,44.1,36.7,7.2,4.7,7.3,14.8,7.5,8.1,9.7,33.0,6.2,20.6,46.7,3.5,1.5,0.6,5.0,22.1,20.6,44.1,35.2,16.0,4.3,0.4,26.20,16.95,56.85,28.79,17.50,53.71,23.82,16.59,59.59,72.71,27.29,77.14,22.86,68.88,31.12
E09000019,Islington,15.2,12.6,25.9,21.4,15.5,9.4,62.2,9.9,13.3,7.5,7.1,11.7,4.7,6.1,10.3,48.0,4.0,15.2,51.3,3.8,1.8,0.8,7.3,19.8,15.2,48.4,30.5,15.1,5.6,0.5,12.79,9.92,77.29,13.32,11.49,75.18,11.42,8.43,80.15,55.91,44.09,59.41,40.59,52.17,47.83
E09000020,Kensington and Chelsea,14.1,12.3,17.5,21.2,20.5,14.4,63.7,11.9,7.9,6.6,9.9,9.7,3.8,6.1,10.8,51.1,4.3,14.1,47.3,3.4,1.1,0.5,8.8,24.6,14.1,52.6,30.3,12.1,4.4,0.6,12.86,13.33,73.81,13.30,13.16,73.54,11.47,13.59,74.94,58.78,41.22,63.53,36.47,54.50,45.50
E09000021,Kingston upon Thames,19.4,11.1,13.8,23.3,17.9,14.5,68.3,17.8,2.8,5.4,5.7,9.6,5.2,7.9,11.8,41.4,4.7,19.4,48.4,2.4,1.7,0.7,6.0,21.4,19.4,55.8,30.9,10.7,2.4,0.2,13.54,15.53,70.93,15.01,16.66,68.33,12.06,13.50,74.44,59.64,40.36,63.39,36.61,56.73,43.27
E09000022,Lambeth,15.3,12.2,25.8,21.8,16.3,8.6,55.0,7.3,24.0,8.1,5.7,11.1,5.1,6.6,10.1,47.6,4.2,15.3,56.0,3.9,1.6,0.7,5.6,17.0,15.3,50.0,31.7,13.8,4.1,0.4,12.05,12.72,75.23,14.38,10.15,75.47,9.37,15.30,75.32,54.46,45.54,56.95,43.05,51.83,48.17
E09000023,Lewisham,19.3,10.4,19.4,24.0,17.3,9.5,51.5,9.0,26.8,8.1,4.7,11.8,5.9,7.8,10.5,40.2,4.5,19.3,50.1,4.0,1.7,0.7,5.3,19.0,19.3,47.2,32.5,15.2,4.7,0.4,14.13,16.36,69.52,15.76,17.47,66.77,12.05,15.40,72.55,66.11,33.89,69.34,30.66,62.47,37.53
E09000024,Merton,19.7,9.0,16.9,24.4,17.3,12.6,60.2,18.6,10.6,5.9,4.6,11.4,5.7,7.7,10.1,40.2,5.2,19.7,50.8,2.8,1.3,0.4,4.4,20.6,19.7,53.9,31.3,11.8,2.8,0.2,15.98,17.63,66.39,16.48,19.10,64.42,15.20,16.06,68.74,61.19,38.81,66.80,33.20,54.88,45.12
E09000025,Newham,21.3,13.1,20.7,23.6,14.1,7.2,30.8,42.2,17.5,4.7,4.9,16.3,7.1,8.0,10.2,31.7,5.4,21.3,44.0,4.0,2.5,1.0,6.9,20.3,21.3,39.3,35.8,18.4,6.1,0.4,27.67,17.08,55.24,25.05,20.35,54.60,30.13,14.04,55.83,69.49,30.51,67.83,32.17,70.48,29.52
E09000026,Redbridge,22.0,11.1,15.0,23.2,16.4,12.2,34.8,47.3,8.4,4.1,5.4,13.5,6.7,8.8,10.7,33.1,5.2,22.0,43.9,3.0,1.7,0.5,5.9,23.0,22.0,46.3,35.0,14.8,3.7,0.3,24.17,18.68,57.15,27.08,22.52,50.39,21.32,15.29,63.39,70.00,30.00,77.17,22.83,64.48,35.52
E09000027,Richmond upon Thames,20.2,8.2,11.3,24.0,20.1,16.1,80.5,8.9,1.9,5.5,3.3,7.3,4.0,7.2,9.6,48.2,3.6,20.2,49.0,2.4,0.9,0.3,4.8,22.4,20.2,61.0,28.1,8.7,2.1,0.2,9.94,11.25,78.81,12.11,11.51,76.37,6.69,11.00,82.31,56.91,43.09,58.93,41.07,55.31,44.69
E09000028,Southwark,16.7,12.6,23.8,22.2,16.3,8.3,51.4,9.9,25.1,7.2,6.3,11.5,5.2,6.5,10.3,45.7,4.1,16.7,52.2,3.8,2.1,0.8,7.0,17.4,16.7,48.5,32.0,14.5,4.6,0.3,13.99,10.79,75.22,17.16,13.78,69.06,10.56,7.24,82.21,58.74,41.26,66.57,33.43,52.22,47.78
E09000029,Sutton,21.0,8.9,13.0,23.4,18.6,15.1,68.3,17.5,5.9,4.8,3.4,12.0,7.3,10.2,12.3,31.4,5.7,21.0,48.7,2.3,1.1,0.3,3.9,22.7,21.0,50.9,33.1,12.7,3.1,0.2,22.47,16.12,61.41,22.89,17.60,59.51,19.87,14.75,65.37,62.95,37.05,65.24,34.76,58.33,41.67
E09000030,Tower Hamlets,18.5,15.2,27.5,22.5,10.7,5.6,39.4,44.4,7.3,5.0,3.9,13.2,5.5,6.9,10.7,41.0,4.1,18.5,47.9,3.8,2.2,1.0,7.8,18.7,18.5,46.4,31.8,15.5,5.9,0.4,20.65,13.93,65.42,23.56,14.04,62.40,18.15,13.63,68.22,66.29,33.71,69.03,30.97,63.84,36.16
E09000031,Waltham Forest,20.2,9.9,18.3,25.0,16.4,10.2,52.8,19.9,15.0,6.5,5.8,14.6,6.8,8.3,10.3,34.4,5.4,20.2,48.7,3.6,1.7,0.5,4.9,20.3,20.2,45.3,33.8,16.1,4.5,0.4,19.06,18.12,62.82,19.59,20.52,59.89,18.09,15.50,66.41,65.85,34.15,73.27,26.73,57.89,42.11
E09000032,Wandsworth,16.5,10.5,26.3,22.8,14.4,9.6,67.8,11.7,10.1,6.3,4.1,8.3,3.9,5.8,9.5,52.3,3.7,16.5,56.9,2.8,1.3,0.5,5.0,17.1,16.5,58.4,27.9,10.5,3.0,0.3,11.58,11.27,77.16,13.85,13.48,72.66,9.33,9.25,81.43,51.05,48.95,53.02,46.98,49.13,50.87
E09000033,Westminster,13.1,13.8,21.6,21.5,17.8,12.1,55.2,16.8,8.1,6.5,13.5,11.2,4.2,6.0,10.8,50.1,4.6,13.1,48.3,3.4,1.5,0.7,9.6,23.3,13.1,50.1,30.4,13.4,5.3,0.7,17.17,15.06,67.77,22.21,12.54,65.25,12.91,16.09,71.00,57.03,42.97,60.74,39.26,57.20,42.80
W06000001,Isle of Anglesey,17.0,8.4,10.2,15.9,22.1,26.4,98.1,0.6,0.2,0.9,0.2,14.9,7.0,12.3,14.4,26.8,7.6,17.0,41.4,2.2,1.0,0.3,3.3,34.9,17.0,47.6,34.1,14.7,3.4,0.1,,,,,,,,,,,,,,,
W06000002,Gwynedd,16.5,12.1,11.2,15.9,21.0,23.2,96.2,1.7,0.4,1.1,0.5,13.6,6.3,12.2,15.6,28.8,6.9,16.5,42.5,2.1,1.7,0.6,6.3,30.3,16.5,49.6,33.3,13.8,3.1,0.1,,,,,,,,,,,,,,,
W06000003,Conwy,16.0,8.1,10.2,15.8,22.5,27.3,96.9,1.4,0.2,1.1,0.3,15.7,7.2,12.1,13.9,27.2,7.8,16.0,41.5,2.2,1.0,0.3,3.2,35.9,16.0,46.1,34.8,15.2,3.7,0.2,,,,,,,,,,,,,,,
W06000004,Denbighshire,17.6,8.9,10.7,16.3,21.8,24.8,96.5,1.7,0.3,1.1,0.4,16.4,7.5,12.5,13.5,25.1,7.5,17.6,41.6,2.0,1.0,0.3,3.3,34.1,17.6,44.8,34.4,16.3,4.2,0.2,,,,,,,,,,,,,,,
W06000005,Flintshire,17.7,8.9,12.0,18.3,21.6,21.4,97.6,0.9,0.2,0.9,0.3,15.1,8.2,12.6,14.7,24.0,7.8,17.7,46.6,1.9,1.1,0.4,2.9,29.5,17.7,48.9,33.5,14.2,3.2,0.1,,,,,,,,,,,,,,,
W06000006,Wrexham,18.4,9.4,12.3,18.9,20.7,20.3,96.0,1.7,0.6,1.2,0.6,17.1,7.8,12.6,13.1,23.7,7.4,18.4,44.5,2.0,1.3,0.4,3.6,29.9,18.4,46.9,33.8,15.2,4.0,0.2,,,,,,,,,,,,,,,
W06000008,Ceredigion,14.1,14.7,9.9,14.2,21.3,25.7,96.2,1.5,0.5,1.2,0.5,12.6,6.3,11.8,18.2,30.3,6.6,14.1,40.2,1.6,2.0,1.0,8.6,32.6,14.1,47.1,35.7,14.2,2.9,0.1,,,,,,,,,,,,,,,
W06000009,Pembrokeshire,16.9,8.5,10.5,15.8,22.2,26.2,97.6,0.9,0.2,0.9,0.3,15.6,7.6,12.6,14.2,25.9,7.3,16.9,41.9,2.0,0.9,0.2,2.9,35.2,16.9,46.0,34.7,15.4,3.6,0.2,,,,,,,,,,,,,,,
W06000010,Carmarthenshire,17.2,8.8,11.0,16.9,21.8,24.2,97.2,1.2,0.2,0.9,0.4,16.6,7.1,12.6,13.3,25.9,7.3,17.2,42.5,1.8,1.1,0.3,3.4,33.6,17.2,45.3,34.1,16.4,4.1,0.1,,,,,,,,,,,,,,,
W06000011,Swansea,17.0,13.0,12.3,17.8,19.4,20.5,91.4,4.4,1.2,1.6,1.4,15.6,6.5,11.5,15.1,27.2,7.0,17.0,40.3,2.0,1.9,0.8,7.0,31.0,17.0,45.5,33.3,16.2,4.9,0.2,,,,,,,,,,,,,,,
W06000012,Neath Port Talbot,17.6,10.4,12.1,17.9,20.8,21.2,96.6,1.6,0.4,1.1,0.3,19.5,7.5,12.2,14.4,21.3,7.5,17.6,40.5,1.9,1.1,0.4,4.4,34.0,17.6,41.4,33.2,19.0,6.2,0.2,,,,,,,,,,,,,,,
W06000013,Bridgend,17.9,9.2,12.8,18.4,21.0,20.7,96.8,1.5,0.3,1.2,0.3,17.9,7.3,12.2,13.4,24.6,6.7,17.9,43.1,2.1,0.9,0.3,3.3,32.5,17.9,45.4,32.8,16.6,5.0,0.1,,,,,,,,,,,,,,,
W06000014,Vale of Glamorgan,18.6,8.7,11.4,18.6,20.7,22.0,94.6,2.1,0.5,2.3,0.5,12.7,6.7,11.7,13.5,30.4,6.4,18.6,44.4,2.0,1.0,0.3,3.5,30.2,18.6,51.0,32.3,13.3,3.2,0.1,,,,,,,,,,,,,,,
W06000015,Cardiff,18.2,16.7,15.5,18.6,16.5,14.5,79.2,9.7,3.8,4.0,3.3,13.4,5.6,9.1,15.7,32.7,5.3,18.2,41.8,2.3,2.5,1.1,9.9,24.2,18.2,48.9,31.7,14.5,4.7,0.3,,,,,,,,,,,,,,,
W06000016,Rhondda Cynon Taf,18.4,10.5,13.0,18.3,20.2,19.6,96.7,1.5,0.4,1.0,0.3,19.7,7.7,12.3,13.7,21.8,6.4,18.4,42.3,2.2,1.2,0.4,4.1,31.3,18.4,42.0,33.1,18.9,5.9,0.2,,,,,,,,,,,,,,,
W06000018,Caerphilly,18.5,9.4,12.7,18.7,20.7,20.1,97.7,0.9,0.2,1.0,0.2,19.7,8.2,12.6,13.7,20.6,6.7,18.5,43.1,2.1,0.9,0.4,3.3,31.7,18.5,42.1,33.3,18.8,5.7,0.2,,,,,,,,,,,,,,,
W06000019,Blaenau Gwent,17.6,9.2,13.5,17.7,21.8,20.2,97.8,0.9,0.2,0.9,0.2,23.0,8.9,12.8,12.9,17.8,7.0,17.6,42.1,2.4,0.9,0.4,3.0,33.7,17.6,38.3,33.3,20.7,7.4,0.2,,,,,,,,,,,,,,,
W06000020,Torfaen,18.6,9.2,13.1,17.6,20.7,20.8,97.1,1.3,0.2,1.1,0.3,18.0,8.3,12.4,13.8,21.8,7.0,18.6,43.1,2.2,1.0,0.3,3.0,31.8,18.6,42.3,34.1,18.0,5.4,0.2,,,,,,,,,,,,,,,
W06000021,Monmouthshire,15.8,8.0,9.9,16.9,23.4,25.9,96.9,1.3,0.2,1.2,0.3,13.2,7.0,11.4,13.1,33.1,6.3,15.8,45.2,1.6,0.9,0.2,3.0,33.2,15.8,51.7,33.2,12.3,2.7,0.1,,,,,,,,,,,,,,,
W06000022,Newport,20.2,9.7,14.8,19.3,19.1,17.0,85.5,7.6,2.3,2.8,1.7,17.4,7.4,11.4,12.5,24.8,6.4,20.2,44.4,2.4,1.2,0.4,3.6,27.8,20.2,45.9,33.0,16.0,4.9,0.3,,,,,,,,,,,,,,,
W06000023,Powys,15.5,8.1,9.9,15.5,23.1,27.9,97.7,0.9,0.2,0.9,0.3,16.0,7.3,12.6,14.4,26.9,7.4,15.5,45.6,1.6,0.8,0.2,2.9,33.5,15.5,48.6,34.7,13.8,2.8,0.1,,,,,,,,,,,,,,,
W06000024,Merthyr Tydfil,19.0,9.7,13.3,18.4,20.7,18.9,97.1,1.5,0.2,0.9,0.4,21.8,7.7,11.7,12.7,20.2,6.8,19.0,42.5,2.2,1.0,0.4,3.4,31.5,19.0,40.2,33.3,19.2,7.0,0.3,,,,,,,,,,,,,,,
